label	x_train
3	 陪你喝最烈的酒，也陪你喝嘴甜的奶茶！记录第一次喝到被人嘲笑 朱迅的一声妈把眼泪喊出来了岁数大了，喊妈妈真容易上头，无论身居何处，一声妈妈都会暖流涌上心头。以后竭尽所能，温柔以待，拼尽全力，护她周全。 被拖延症折磨的48小时，总共睡了8小时，论文总算是能交出去了。然而轻松了不到10秒，一个电话心情又开始沉重。不管了，先吃今天第一顿饭，脑子已昏昏沉沉瓦塌掉了 以后要做的，唯有强大自己！ 杨幂 骂你的人都是草船借来的箭不愧是我喜欢有10多年的幂幂，向榜样学习，我也到了也可能已经过了做拼命三娘的年纪，希望现在奋起直追不会太晚！ 从今天起不做个废人！自律，振作，珍惜生命，活出自己的精彩！
0	 错过了秋天的第一杯奶茶？没关系，2021年的第一个苹果已经被承包了！快戳链接我为母校赢苹果 ，和我一起参加我为母校赢苹果活动，PICK母校C位出道，赢得2021年第一个最甜的苹果吧！造浪吧少年
3	 我在微博之夜活动中，为 投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！速戳微博KING和QUEEN投票，助他登上荣誉宝座！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 真的迈(//∇//)，明年可是很重要的一年呢
3	 终于可以脱离宿舍啦哈哈哈哈哈哈哈哈哈哈棒！ 回家啦！！哈哈哈哈哈哈哈哈哈哈 今天是今年的最后一天啦！这一年应该算是经历了很多事情，有好有坏吧。失去了一些又获得了一些，一直都有在努力向着目标走。有时候学习学到很累很累，但是能感觉超强的满足感。有时候还是会忍不住羡慕别人的生活：为什么大家看起来都比我过得好那么多呢？但是和以前的我比，也算是进步了很多吧明年对我来说应该是最特别的一年了，我一会好好坚持下去，直到我走入我想进的大学，直到我成为我想成为的那种人。2021要继续冲鸭！！！！ 就剩最后一门考试啦 现在我满脑子里只有两个字：回家   我现在居然get不到他的脸了爷青结 没错 今天我也是挺忙的了 累死你吧哼！ 我有预感：今天晚上又要在梦里谈恋爱了 恋与 国产乙游永远的神！！！ 为了小陆总的新卡，我已经氪了200多了然而无 事 发 生 作为全考场第一个交卷的人不由得想说出那句话私は日本语がとても上手だ！ to somebody… 凎狗男人是真的狗 绝了这个屏保绝对是我学习路上的绊脚石 重新开始读啦  没关系现在还在我的容忍范围内不过明天早上就不一定了 【彩虹合唱】《我歌唱的理由有很多》：献给我们的十周年团庆，也献给所有爱歌唱的人。 UP主: 上海彩虹室内合唱团bilibili 【彩虹合唱】《我歌唱的理由有很多》：献给我们的十周年团庆，也献给所有爱歌唱的人。 ) 想要唱片机了 太好看了 武术课上眼睛：我会了身体：我没有 ysl的口红太香了今年是真香的一年 二十一岁就应该更成熟一点吧 夹娃娃太难啦  你确定今天不和我说生日快乐吗?要不然下一次要在365天以后了 我喜欢的男人今天生日诶 （居然现在才知道，果然我是个假粉丝） 这女人好狠 Taylor Swift《closure》closure 哈哈哈哈哈哈哈哈 evermore已经棒到让我觉得讨厌的人都变得可爱了起来 因为真的很喜欢很喜欢所以一点也不辛苦 我还能再粉泰勒丝一万年！！！！！  willow好好听 昨天晚上在梦里和某男谈了一晚上恋爱结果最后他告诉我他还没分手 这个女人是不是准备退休了一年出两张也太勤奋了吧 不错哦 寒假一定要买switch！ 为了只有自己能够认同的，为了无法向他人说明的，为了只有经过长时间才能显现的，我们埋头奔跑。 — 村上春树  下了网易云用来听日语听力不愧是我 沉默是金，但是大声告白是钻石啊！ AKB48《大声ダイヤモンド (大声钻石)》（《AKB0048》TV动画第11-12集插曲|《AKB0048 Next Stage》TV动画第6集插曲）大声ダイヤモンド 当我刚玩了五分钟 虽然不擅长的东西很多但我十分擅长搞砸人际关系 Mariah Carey《All I Want For Christmas Is You》All I Want For Christmas Is You 分享我的故事
3	 2020要结束了 糟糕的事却依旧伴随 每次祈求能够顺顺利利解决掉 但是都没有再次希望过年之前能够顺顺利利解决掉希望我的证件照三连发能够驱邪避鬼保佑我！ 本来打算上午去自习 然后我就出门了 突然想起我注销的移动卡 就去移动营业厅看了看出来就去人民医院等车 突然发现我么有零钱 我就准备等免费公交结果公交么等到 等到了我妈 然后就痛快的和我妈一起去超市买东西回家…自习end！ 完蛋了 我开始老了 哪哪都受风都开始贴膏药了 为啥坐火车选座选择靠窗或考过道的还要加钱  悲惨生活 我的小菜鸡和小真鸡终于有小标了！ 香奈儿流浪包 拿起背包带着梦想一起乘风破浪  微盘点 ！ 
1	
2	   好帅！ 帅哥！  下午还有一节课课太快了太快了不想那么快去娱乐       中午吃得太饱了 好撑啊啊啊啊啊啊啊 今天晚上没有吃烧烤我好难过   能不能跳过期末考试直接到寒假，孩子好嘞累不想复习了      啊啊啊兴欣的未来！！！    
3	 闪闪发光的陶医生！！！ 结婚是好事离婚当然也是好事啦都是值得庆祝的事情 都是新的开始哟 かわいい— 大风车呀 吱溜溜滴转～～ 最怕半夜写论文 突然有想法 下周花城要切大号了 哦呼 我要是再买衣服 下一个男朋友就是渣男
3	 爱你 让我欧起来吧 光遇圣诞寻鹿启示在我头顶！     sky光遇蹲几个互心的，长期一次性都行，孩子想毕业
0	    小贝你好白  又是笑死的一天 该来的总会来！ 每天吃吃吃吃吃吃吃 姐姐挺你
2	 没事也想打开看看呀
0	 2020年最后一条微博没有年终总结 没有小作文 刘昊然最难忘的一课老公晚安，老公早点睡 明星大侦探前两天看明星大侦探顶牛演唱会听了白敬亭和魏大勋唱的他只是经过真的太绝了每天循环播放疯狂落泪但是我现在才发现！！我竟然一个人也没有关注！！！天天喊白敬亭老公的我竟然没有关注他！ 把changes翻译成嫦娥们本“嫦娥”来蹭热度了！我怎么也没想到我会以这样的方式上热搜！所以我的英语还有救吗？希望广大网友能够督促我努力学习英语 啊对了，我还想过“嫦娥着陆的方式”这个题目，一定是 嫦娥五号着陆月球 这个热搜影响了我的判断，还觉得这题目不错，挺结合时事的，但由于我只看了话题没点进去看，了解不深好多单词也不会，于是放弃了这个题目，最后给嫦娥写了信！ 四级作文 不会只有我把changes看成了嫦娥吧？想到头秃最后给嫦娥写了封信 vlog终于来啦！！“2020见到想见的人了吗？”“见到了。” in沈阳玖伍文化城 我是可爱的小姑娘，你是可爱~ “你快乐所以我快乐，我快乐都是你给的”“才不相信一见钟情这种事呢，所以才想尽办法要见你很多很多面” “要像奔向食堂一样，奔向自己喜欢的人，所以我来啦！”见了很多想见的人，拥有了很多倍的快乐！有一天张飞和关羽在骑马，然后他们骑着骑着，前面就是悬崖了，但是关羽不停，一直在骑一直在骑，张飞喊“关羽你快勒马，你快勒马”，然后关羽说“我快乐啊”想讲笑话逗你开心，想你脸上有笑容，想你一直拥有快乐，还有，想你！我快乐啊，你快乐吗？ in 沈阳 我快乐啊，你快乐吗？ 承包地铁来送你 “如约而至”是个多么美好的词，等的辛苦，却从不辜负。 一会儿见！ 沈阳·沈阳站 你真的真的很好，我们都懂好好睡一觉明天见，晚安
2	 笑死我了草 THE9新专辑听完了，说下自己的想法团歌，可谢可寅、安崎、孔雪儿和陆柯燃的单曲，可个人观点，杠就是我对 天啦我可太爱这一套了！太美了吧！！ 救命！有刘海的我们宝贝也太奶太乖了吧呜呜呜 这种帅气是真的存在的吗！好帅！！ 天啦天啦！这是什么绝世大美女！
0	 我也要 我爱你我爱你我爱你我爱你我爱你 我们家家教 我再爱你19870504年 太爱了！！！ 爷青回！我爱你 听你唱跟着你一起唱一起跳很开心 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈  ！！！！ 哈哈哈哈哈哈哈哈   图2 张阿信哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 哈哈哈哈哈哈哈你是谐星 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈新年快乐！㊗️峰哥妈妈生日快乐 健健康康 天天开心！我爱你    今晚见！！！ 我已解锁2021跨年关键词！快来微博跨年狂欢节 微博头像挂件 一键分享！即刻点亮跨年头像、专属卡片背景，开启2021好运一整年！ 跨年盲盒惊喜跨年盲盒惊喜跨年盲盒惊喜 哈哈哈哈哈哈草粉宣传超厉害 跟半生不熟的人聊天有多难是我是我是我！！！陌生人不怕 就是半生不熟的简直 只会傻笑 哈哈哈哈哈哈 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 哈哈哈哈哈哈哈哈 Wuli 的歌 与我共舞-李易峰;马赛克乐队mosaic 太好听了，我要用尽洪荒之力为TA在音乐人先锋榜上打榜！ 太帅了我草儿 ʚෆɞ(˘ᵋॢ ˘♡)˚₊· Wuli 的歌 与我共舞-李易峰;马赛克乐队mosaic 太好听了，我要用尽洪荒之力为TA在音乐人先锋榜上打榜！ 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 号手就位李易峰 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 才华横溢的 发新歌 与我共舞-李易峰;马赛克乐队mosaic 了！快来音乐人先锋榜为TA打榜吧！ 听妈妈的话今晚胖二斤我是幸福的小孩超幸福的小孩感恩 顾耀东真的好厉害  才华横溢的 发新歌 与我共舞-李易峰;马赛克乐队mosaic 了！快来音乐人先锋榜为TA打榜吧！ 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 感谢 为乐坛贡献了这么好听的歌 与我共舞-李易峰;马赛克乐队mosaic ，我要为TA在音乐人先锋榜上打打榜！ 我可以！！我必须可以 哈哈哈哈哈哈真伟大！ 李易峰马赛克合作新歌 好听到停不下来了我还怎么复习嘛 网络一线牵，相聚便是缘；大家来打榜，喜悦比蜜甜！我在全新升级的亚洲新歌榜为 的与我共舞-李易峰;马赛克乐队mosaic 打榜，你也快来！ 哈哈哈哈哈哈是我是我 哈哈哈哈哈哈这也太适配了李易峰马赛克合作新歌 哈哈哈哈哈哈 厉害了Word天，在亚洲新歌榜可以为MV来打榜啦！不试试你咋知道能不能上天呢。 与我共舞-李易峰;马赛克乐队mosaic 好好听好快乐！ 李易峰马赛克合作新歌 与你共舞与你共舞在梦里 好听好听好好听 跨年快快！！李易峰马赛克合作新歌 ohbabydance with medance with me李易峰马赛克合作新歌 李易峰马赛克合作新歌dance with you 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集  ヾ(≧∇≦谢谢≧∇≦)ノ 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 对呀 感恩的心 感谢活动在北京不管抢不抢得到门票 那天一定要去！ 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 吃饺子 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 可爱 回来啦 想你！ 太可爱了 还有可达鸭李易峰顾耀东 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 GN 同款行程图 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 我还是得要继续记录这些生活细节 恭喜大家李易峰顾耀东 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 我在微博之夜活动中，为李易峰投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！速戳微博KING和QUEEN投票，助他登上荣誉宝座！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 是真的太厉害了 真棒！ 金骨朵网络影视盛典 年度网络剧评选正在打榜中，快一起pick你喜欢的年度网络剧 第五届金骨朵网络影视盛典评选 金骨朵网络影视盛典 年度网络剧评选正在打榜中，快一起pick你喜欢的年度网络剧第五届金骨朵网络影视盛典评选 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 金骨朵网络影视盛典 年度网络剧评选正在打榜中，快一起pick你喜欢的年度网络剧第五届金骨朵网络影视盛典评选 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 爱你 李易峰出道十三周年 来看看呀 李易峰出道十三周年  “李易峰”十三岁了！谢谢你陪着我们慢慢长大！ 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 李易峰出道十三周年 真好呀 很想你！ 李易峰李易峰出道十三周年 出道十三周年快乐这一路走来辛苦啦谢谢你 我会一直在 真可爱 李易峰出道十三周年 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 吾辈自强 2020.12.12❄️要是明天没考试就好了 复习好难 不想复习 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈还带这样的 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色  电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 谢谢你   电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 好高级！ 好！ 腾讯新闻星推榜打开腾讯新闻，进入星推榜为李易峰打榜，解锁专属明星独家内容和福利！ 来自 伟大！顾耀东棒棒哒 这个发型 太帅了太帅了 ！！！！！！！！！ 思想汇报素材️ 嗯嗯 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 刚刚突然觉得 在刚开始粉李易峰的时候 都要长时间待在学校 没什么时间上网 也不太懂刷微博 是挺幸运的事情 那时候什么也不懂 少添乱了现在有时间上网了 也已经过了几年了 也长大了 也有自己的想法了 能独立思考了 虽然可能会有点可惜 但还是 一切都刚刚好啊 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 这背这侧颜可太好看了 狗狗是一定要养的 哦豁  李易峰 贵公子走红毯 嗯嗯嗯嗯嗯嗯嗯嗯！ 不安于现状 不回头 继续前行 辛苦啦辛苦啦 晚安～  等你发微博我再睡 等顾耀东发第二张 哈哈哈哈哈哈哈哈李易峰 你还我顾耀东 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集   辛苦了辛苦了我们草 太可爱了 是动力了李易峰 贵公子走红毯 睡不着的一晚李易峰 贵公子走红毯 我真被帅哭了李易峰 贵公子走红毯 这也太帅了 帅哭我李易峰 贵公子走红毯 李易峰 贵公子走红毯 李易峰 李易峰 贵公子走红毯 确实是游刃有馀 淡定从容 气场强大 李易峰 贵公子走红毯 李易峰最帅！ 不接受任何反驳李易峰 贵公子走红毯 李易峰就是最帅的最帅的！李易峰 贵公子走红毯 李易峰 贵公子走红毯 我家李草就是坠帅的 想你想你想你想你想你每天想你一万遍 李易峰 贵公子走红毯 我有莫名其妙地想要掉眼泪了 好想念你啊好感动 李易峰 贵公子走红毯 5555555好想赶快见你见你 李易峰你真的太绝了 为什么亲不到这张脸李易峰 贵公子走红毯 李易峰真的太好看了555555李易峰 贵公子走红毯 GQ年度人物盛典 李易峰 贵公子走红毯 我好想你啊！ GQ年度人物盛典 李易峰 贵公子走红毯 gq年度人物盛典 李易峰 贵公子走红毯太好看了太好看了太好看了 李易峰 贵公子走红毯 太️了哥哥！ gq年度人物盛典 gq年度人物盛典 大帅哥！！ gq年度人物盛典 顾耀东棒棒的！ gq年度人物盛典  好帅 gq盛典阵容 让我喊出来 李易峰你太帅了  还有几个小时就可以看直播啦 会一直粘着您 啊……这拖后腿了 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 辛苦了太拽了！  李易峰这也太好看了 好看！ 有意思这个！隐秘而伟大 李易峰顾耀东 我爱！了！ 电视剧大赏我已为 投出一票，和我一起选出2020年人气男性角色吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 好好看 电视剧大赏我已为 投出一票，和我一起选出2020年人气电视剧吧～人气剧集 电视剧大赏我已为 投出一票，和我一起选出2020年最具人气的电视剧吧～人气男性角色 昨天我有两个同学在夸隐秘 夸顾耀东超开心呐！ 哇塞！很炸哦！新创作！ 浴袍歌手又要来了吗 转发转发转发！！！！成为明星走路粉的瞬间 合集转发成为明星走路粉的瞬间 转发成为明星走路粉的瞬间 我第一次看！你好棒 ！  想你！我太想你了 我想你 超级想你 我！好想你啊！！ 原来这样！！！！果然是你 ！ 哇啊啊啊啊啊啊啊我爱你！！！！爱顾耀东！会永远记得顾耀东！ 我草这神奇的观众缘呀 大家都喜欢 电视剧大赏我已为 投出一票，和我一起选出2020年最具人气的电视剧吧～人气男性角色 电视剧大赏我已为 投出一票，和我一起选出2020年最具人气的电视剧吧～人气剧集 12月顺顺利利 好好加油 如果能够见面
3	 明年也要加油鸭！！！凰人！！！ fpx小兲的头发真的笑到我了 fpx三周年 祝小凤凰越来越好我真的好爱爱！ 卧槽不是吧 码住！
3	 电视剧馀生请多指教仙女姐姐来啦 杨紫仙女姐姐来啦！ 电视剧馀生请多指教仙女姐姐生图来啦超美呀～ 杨紫姐姐超美仙女紫 杨紫超美呀？戴着bulling buling的发夹 终于不再是丸子头了 杨紫蹲了一天了 就像看看 志快点出个图 电视剧馀生请多指教不知道会不会同台其实如果能同框就非常好了，同一个卫视跨年其实也超好 杨紫明天就会见到跨年紫了，大家要开心点 期待小猴子 就可以了 。 刻在你心底的名字好虐呀，有些人可能觉得看了之后他们老了见到了是开放性结局不虐，可是那是一辈子一整个青春都错过了呀 没勇气，多无奈的三个字 无奈到整个人生都是错过的，即是老了遇到了可是中间的时间终究是错过了，无法挽回 ！ 金素妍演技演技炸裂，简直南韩第一女演技（我认为）看过姐姐综艺是那种超可爱的性格要补剧去啦 肖兔崽紫哈哈 他53 今天真的无法形容的感觉 电视剧馀生请多指教说了加油后校校的眼神 医生的摆手和注视 肖兔崽紫哈哈 可以可以 电视剧馀生请多指教后台加油那个好想看 怎么确定是紫说的 只看到了战比手势 啊啊啊啊啊我要看全面一点的 肖战杨紫合唱馀生请多指教快点播出呀～期待期待 电视剧馀生请多指教顾医生和校校他在她背后走过来的时候一直微笑，她唱完歌下台的时候他一直回头注视，，，我现在的心情简直无与伦比无法形容 杨紫来啦来啦来啦 杨紫有没有紫米姐姐知道崽崽 唱第一首歌《一个人喜欢一个人》大概几点呀好害怕错过，， 杨紫仙女紫场内是不是还会有一套造型？？期待中，，， 杨紫红毯一套 场内一套吗？？？？？等下还会有是吗是吗是吗？？？ 杨紫好美呀，，温柔小仙紫 杨紫好紧张呀今天一定要超美超美的～拜托狗志做点人事 cv林予曦 铭记历史 勿忘国耻 缅怀先烈 爱我中华！！！ 杨紫杨紫黑色斜肩连衣裙 又酷又美又迷人 好飒一个百变紫 能帮忙给EXO投票一下吗，谢谢啦 评论配图 杨紫我在直播间发现了杨文静好乖好可爱啊 想rua 杨紫我在直播间蹲杨文静 杨紫 杨紫双色大片 温柔恬静 优雅气质小公主 顶楼第一季都不会揭露真相吗？还有第二季第二季还是原班人马吗？真是太好奇会怎么拍剧了 电视剧馀生请多指教各种，，，，，所以馀生播馀生吗？ 12月你好 12月希望好运一直在 一切烦恼烟消云散
3	 武汉下雪了 校方回应男生朝女生泼化学物质为什么大家都说不该说化学物质，学校警方都没有说是什么，大家觉得99%是，那也不是100%，我觉得是严谨不是避重就轻。 安卓vx蹲个活跃的战队，现在是星耀。没有小伙伴都不想玩游戏，给我一个气氛好的战队吧QAQ 闪耀暖暖加个外套肩膀上的毛毛就可以盖住了  王嘉尔林俊杰过MV嘉尔的声音太好听了，JJ的声音也好听，两个人绝配。 患儿家属拒为网约车司机作证系乌龙想起来那个图a：带个饭b：吃什么a：xx饭过了很久a；woc大哥我发错人了你也不说我都饿死了b；woc你是谁，害我多买一份饭。  基金新人提问，为啥子这几天收益还有那个折线都没有动。   学校的橘猫也太圆了吧，圆的像个猪。（光线不好不敢拍，上次发了一个在光线暗的地方拍的照片被傻逼骂我是在乡下土包子，虽然我觉得人人平等但是顶不住傻逼啊） 半夜失眠，一直循环播放以前打游戏被气到的三次第一次，玩张良队友全是单机我就算去支援也还是是2打2或者2打多的局面，对面支援还快还一堆人一起越塔，我一开大就被ta的队友打断。因为支援多了死的就多了，选择单机守塔也没用对面杀完我队友还是会轮到越塔杀我。就因为我出了回响，被单机的耀认为我是演员追着骂我。（PS当时猫神也出我就跟着出）第二次，玩蔡文姬，长臂猿大战抽血泵的时代，对面选了李白司马懿元歌这几个不被前排挡住能飞过来打伽罗的人，所以我觉得玩张飞也没用，就算我抗过去了射手没了也没用就选了蔡文姬想着说不定能奶回来。就因为开局帮中路抢2级，然后就带着中路一起去支援伽罗了，但是伽罗就是追着我骂说我不管她，明明除了帮中抢2就是跟着她我让她去看回放，证明了我跟着她了又开始说我冲的快。明明冲的是她，塔都没了大逆风，对面还针对她这局势还敢跑老远清线。第三次是，是玩孙膑，诸葛开局就抢打野的野，已为他领先十个版本的理解，结果是能对满血的人放大的。。。公孙离也不会。双c不能杀人，打野被中路演的没经济。反正队友就是各种被杀，以前我一个荣耀的朋友和我说过队友都活不下去也杀不了人出极影没用活着要紧，所以我出了小救赎（记不清名字就二级的那个），然后被公孙离追着骂公孙离配极影是不错，但是前提要会啊，她不会还觉得是我不出极影才打不过。有段时间我公孙离也秀的飞起虽然后来不会了，但是起码看一下就知道别人会不会玩吧。 基金最近开始买基金的萌新，请问加仓什么什么的术语都什么意思。 房子塌了 无人伤亡哈哈哈哈哈哈，这就有点扎心了 成都确诊新冠女孩发声想起来了疫情初期的我。2020年1月1号从武汉回家，当时说的是不会人传人而且都没有上过热搜，要不是离华南海鲜市场只有3km我都不会知道有不明肺炎。武汉封城后大家开始警惕辱骂从武汉出来的人不管是封城前还是封城后，包括元旦就回家的我。元旦的时候我怎么就知道会这样子，我还能预测未来不成，我以为是小事才和往年一样回的家，然而键盘侠就是马后炮就是想骂人而已  王嘉尔普通话好听王嘉尔超帅！  分享我的愿望清单，此刻许下的愿望，希望在未来能够实现！点击此链接，生成专属于你的愿望清单和暖暖一起许个愿吧 暖暖1206生日快乐  被神捡到的男人第9集，内涵中国。腾讯发现后只是把这一段剪了再重新播。 卫生巾互助盒俺们学校也有了 
0	 逍遥散人2020感谢散老师和他的i wanna陪我度过每一个睡不着的深夜 这世间可可爱爱    陷入焦虑 天呐，有没有什么不需要社交的工作可以做啊！ 414    新发色+奶奶扎的辫子 今天也是在拼夕夕购物体验极差的一天！ ？我啥时候开的会员？我没有开过啊？   我敲，我觉得这首歌每一个鼓点都敲在我的心上，我他妈要听哭了 我因为咒术回战甚至已经爱上了Eve！ 单曲 | Eve《心海》 c我太喜欢唱歌好听的男孩子了！ 当场到底是谁给我安利的咒术回战，我他妈气死了！！奉劝各位快逃！！   宿伏属实有些上头    可能我注定不配当老师吧 我看到别人说背都没怎么背/没怎么复习，没想到居然过了，我明明辛苦准备了还没有去年成绩高 我感觉大学之后的考试对我都充满了恶意，我明明都好好准备了，下来对答案也觉得考的不错，然而每次成绩下来都差那么一点，每次都是差那么一点，四级也是教资也是 舍友为了找人帮忙填问卷买了小礼物，结果回来之后觉得自己舍不得了啊哈哈哈哈哈哈哈，然后还被我们宿舍每个人一人先抢了一个 谁不想去迪士尼玩呢  需要！  选我我可以！ 球球保佑我过了吧马上就要面试报名了！！！！ 屁丝！ 说唱新世代 姐妹们，moo音乐可以听贷人的歌不要会员，每天听满一个小时还可以领VIP，打死不会给QQ音乐充钱 12月的第一件不开心，听了好几个月的歌要VIP了QQ音乐有够恶心，爷马上卸载拜拜了你嘞
3	 腾格尔万能混搭歌手哈哈哈哈腾大爷排面
2	 我爱我的祖国 做某老师作业真的做的我想吐 我和我的女孩们都在2020梦想成真 2020的目标是把作业都写完 考研前最后1天 去年考研前的最后一天什么也没干还生了场病，但是在考场上还是完成了所有题目一年真的太快太快了，转眼间考研离我真的好远了。读研虽然没有很快乐，但是很踏实。祝愿我最好的朋友顺顺利利，祝所有考研er收获理想的分数 ”你小小年纪就读研究生了啊” 随便整点无聊又规律的生活作业任务很多很焦虑，还有很多要过的坎。给自己定了几个小目标，不知道先完成的是哪个呢 转发微博 是交完了两个论文的一周感觉重新回到人间。接下来接手重大project和四篇论文，熬过非人哉的十二月，迎接快乐假期
3	 傻逼nanren你很 吗？败坏爷的好心情 针不戳 教资过了！！喜大普奔
3	 千玺拍电影好废头发小声bb一句千玺身材好️易烊千玺送你一朵小红花 我还以为是谐音梗，骂你的人都是草船借来的箭（贱）   昨晚做了个梦，梦到我和千玺一起在家里吃零食，然后莫名其妙就一起被袭击一起被抓了，什么鬼啊哈哈哈哈    云中君新皮肤真的和瑶的神鹿太配啦！这么好看的云中君以后和他打架的时候都想被他多挠几下（不是）王者荣耀云中君纤云弄巧
3	 说好了，下一个新年我们都要在 呜呜呜呜呜呜中奖了，谢谢姐妹 我在期待什么呢，还是睡吧 美滋滋的周末 最近爱上了沪上阿姨家的烧仙草真香 初雪 主播BLUE冬天太好玩了 主播BLUE姐妹们看雪！  我自己的感情都一塌糊涂，别人怎么敢让我给她意见的呀
